month,forecast
2025-01,78.883188
2025-02,79.467177
2025-03,88.319359
2025-04,93.521294
2025-05,105.646393
2025-06,131.873199
2025-07,146.34816
2025-08,143.65155
2025-09,135.379715
2025-10,115.240814
2025-11,103.467789
2025-12,97.478867
RMSE,5.774373
MAPE,4.572698
MAE,4.827296
R2,0.930294
