month,forecast
2025-01,82.921854
2025-02,77.826636
2025-03,96.523506
2025-04,98.181175
2025-05,111.957245
2025-06,132.388657
2025-07,153.474304
2025-08,146.233383
2025-09,137.234116
2025-10,115.978271
2025-11,104.474991
2025-12,101.69931
RMSE,5.660871
MAPE,3.959136
MAE,4.46063
R2,0.933007
