month,forecast
2025-01,82.93624
2025-02,80.732454
2025-03,97.506828
2025-04,98.89212
2025-05,108.739616
2025-06,125.908394
2025-07,150.701065
2025-08,146.235336
2025-09,141.218384
2025-10,114.967377
2025-11,105.635361
2025-12,101.583672
RMSE,6.070956
MAPE,4.658902
MAE,5.097161
R2,0.92295
