month,forecast
2025-01,85.719367
2025-02,84.657699
2025-03,95.582802
2025-04,93.519485
2025-05,102.916916
2025-06,117.674202
2025-07,139.630997
2025-08,139.245926
2025-09,128.705048
2025-10,110.762016
2025-11,94.343452
2025-12,93.507858
RMSE,7.245449
MAPE,5.837986
MAE,6.34451
R2,0.890253
