month,forecast
2025-01,82.224097
2025-02,83.824377
2025-03,96.80558
2025-04,100.831551
2025-05,111.446976
2025-06,130.593842
2025-07,145.193665
2025-08,144.080826
2025-09,133.512558
2025-10,115.081772
2025-11,104.408257
2025-12,99.213966
RMSE,5.246238
MAPE,3.820961
MAE,3.942052
R2,0.942462
