month,forecast
2025-01,82.917235
2025-02,80.100387
2025-03,95.611366
2025-04,96.040771
2025-05,104.116875
2025-06,123.457397
2025-07,143.03334
2025-08,146.2117
2025-09,134.31813
2025-10,116.55571
2025-11,105.502266
2025-12,102.331619
RMSE,6.262943
MAPE,4.752317
MAE,5.131876
R2,0.917999
