month,forecast
2025-01,84.513922
2025-02,77.03337
2025-03,87.270935
2025-04,90.915657
2025-05,105.024872
2025-06,123.970932
2025-07,141.541321
2025-08,138.559967
2025-09,130.823959
2025-10,113.147049
2025-11,103.834778
2025-12,103.158562
RMSE,6.446352
MAPE,5.612457
MAE,6.004898
R2,0.913126
