month,forecast
2025-01,56.621262
2025-02,50.195309
2025-03,52.260208
2025-04,51.458214
2025-05,52.002365
2025-06,58.301479
2025-07,69.259178
2025-08,72.600082
2025-09,59.973743
2025-10,54.560757
2025-11,55.322613
2025-12,60.821369
RMSE,3.290271
MAPE,4.690726
MAE,2.695377
R2,0.839622
