month,forecast
2025-01,57.21867
2025-02,50.494686
2025-03,47.938328
2025-04,48.000557
2025-05,51.125454
2025-06,57.149864
2025-07,69.402016
2025-08,73.046539
2025-09,62.304264
2025-10,53.313023
2025-11,57.100777
2025-12,61.049438
RMSE,4.12392
MAPE,6.461373
MAE,3.615294
R2,0.748057
