month,forecast
2025-01,54.99574
2025-02,48.65823
2025-03,54.710007
2025-04,51.172935
2025-05,52.739517
2025-06,58.93185
2025-07,68.804611
2025-08,74.626564
2025-09,62.237309
2025-10,54.733631
2025-11,55.243362
2025-12,63.108677
RMSE,2.545244
MAPE,3.596028
MAE,2.076107
R2,0.904029
