month,forecast
2024-01,59.147327
2024-02,40.096674
2024-03,50.806793
2024-04,48.708282
2024-05,50.603767
2024-06,53.349815
2024-07,63.738056
2024-08,68.981537
2024-09,59.654831
2024-10,53.336056
2024-11,53.287212
2024-12,60.558556
RMSE,1.969958
MAPE,3.18756
MAE,1.781895
R2,0.942453
