month,forecast
2024-01,56.953331
2024-02,43.15375
2024-03,50.685406
2024-04,46.754139
2024-05,49.001427
2024-06,55.769524
2024-07,66.883453
2024-08,68.705055
2024-09,56.606613
2024-10,51.23724
2024-11,49.755795
2024-12,57.138126
RMSE,2.702979
MAPE,4.473611
MAE,2.356431
R2,0.891659
