month,forecast
2024-01,58.132912
2024-02,43.763384
2024-03,50.569389
2024-04,50.775196
2024-05,51.176762
2024-06,52.187202
2024-07,60.795822
2024-08,64.252617
2024-09,56.249569
2024-10,55.304394
2024-11,54.450562
2024-12,60.363155
RMSE,3.907046
MAPE,5.632291
MAE,3.14652
R2,0.773638
