month,forecast
2024-01,55.429855
2024-02,41.429602
2024-03,51.430199
2024-04,49.77969
2024-05,49.650955
2024-06,55.011486
2024-07,64.263123
2024-08,66.746353
2024-09,58.845535
2024-10,53.203495
2024-11,52.558418
2024-12,60.882172
RMSE,2.366371
MAPE,3.798066
MAE,2.128289
R2,0.916963
