month,forecast
2025-01,55.572911
2025-02,48.933472
2025-03,55.784248
2025-04,53.151001
2025-05,54.512428
2025-06,59.487801
2025-07,71.265068
2025-08,75.86084
2025-09,60.94165
2025-10,54.595058
2025-11,54.735603
2025-12,64.007248
RMSE,2.710447
MAPE,3.580255
MAE,2.056273
R2,0.891166
