month,forecast
2025-01,56.630013
2025-02,51.102723
2025-03,52.376396
2025-04,52.782974
2025-05,53.532028
2025-06,57.218193
2025-07,68.76403
2025-08,71.135315
2025-09,60.224754
2025-10,57.366817
2025-11,55.876129
2025-12,64.150604
RMSE,3.568406
MAPE,5.027448
MAE,2.927076
R2,0.811361
