month,forecast
2025-01,53.57351
2025-02,49.564969
2025-03,51.698078
2025-04,51.384102
2025-05,51.727428
2025-06,57.445396
2025-07,67.069237
2025-08,67.474976
2025-09,58.2099
2025-10,52.728607
2025-11,52.559231
2025-12,58.075909
RMSE,4.235225
MAPE,5.942776
MAE,3.613801
R2,0.734274
