month,forecast
2025-01,60.037174
2025-02,45.166599
2025-03,50.254906
2025-04,49.065102
2025-05,56.304813
2025-06,60.698067
2025-07,73.303192
2025-08,73.223862
2025-09,62.535767
2025-10,54.873245
2025-11,56.184246
2025-12,60.63821
RMSE,3.823709
MAPE,5.371917
MAE,2.953852
R2,0.783403
