month,forecast
2024-01,82.188194
2024-02,75.305878
2024-03,90.865623
2024-04,95.828514
2024-05,121.221451
2024-06,116.860641
2024-07,137.900711
2024-08,139.62381
2024-09,143.863327
2024-10,105.712868
2024-11,92.384193
2024-12,90.628815
RMSE,7.835143
MAPE,6.063202
MAE,6.23135
R2,0.860655
