month,forecast
2024-01,87.541931
2024-02,70.91531
2024-03,87.278641
2024-04,91.760925
2024-05,98.703583
2024-06,121.794144
2024-07,132.728333
2024-08,129.929504
2024-09,119.717323
2024-10,107.540443
2024-11,100.815704
2024-12,96.850517
RMSE,6.114458
MAPE,4.979013
MAE,5.310858
R2,0.915138
