month,forecast
2024-01,87.124016
2024-02,66.19701
2024-03,86.752327
2024-04,91.901062
2024-05,105.819702
2024-06,114.906631
2024-07,126.859665
2024-08,132.626343
2024-09,127.296753
2024-10,109.936119
2024-11,101.965683
2024-12,95.567825
RMSE,6.530215
MAPE,4.536389
MAE,5.010419
R2,0.903205
