month,forecast
2024-01,87.226952
2024-02,64.642071
2024-03,94.175362
2024-04,95.240128
2024-05,111.698784
2024-06,121.762169
2024-07,148.809998
2024-08,138.7733
2024-09,120.45816
2024-10,101.616158
2024-11,98.506798
2024-12,100.970108
RMSE,5.010299
MAPE,4.074387
MAE,4.299986
R2,0.94302
