month,forecast
2024-01,86.615913
2024-02,58.629453
2024-03,86.922852
2024-04,92.563789
2024-05,111.472908
2024-06,126.22821
2024-07,142.294052
2024-08,141.792053
2024-09,126.616623
2024-10,109.322662
2024-11,91.53405
2024-12,90.043266
RMSE,5.135598
MAPE,4.745227
MAE,4.588811
R2,0.940134
