month,forecast
2024-01,90.528297
2024-02,61.041169
2024-03,89.192337
2024-04,94.60244
2024-05,107.93512
2024-06,122.759186
2024-07,143.98938
2024-08,140.746979
2024-09,133.47554
2024-10,109.848892
2024-11,98.995415
2024-12,97.982002
RMSE,3.914134
MAPE,3.549651
MAE,3.474731
R2,0.965225
