month,forecast
2024-01,91.214714
2024-02,66.199429
2024-03,91.906342
2024-04,93.460724
2024-05,105.21595
2024-06,127.351379
2024-07,143.651855
2024-08,134.465927
2024-09,122.718544
2024-10,109.178116
2024-11,95.719009
2024-12,101.669952
RMSE,3.996764
MAPE,2.811964
MAE,2.963876
R2,0.963741
