month,forecast
2024-01,92.976151
2024-02,63.170095
2024-03,91.807632
2024-04,94.930161
2024-05,110.945221
2024-06,120.595612
2024-07,136.203705
2024-08,139.410477
2024-09,134.55455
2024-10,107.53894
2024-11,102.627304
2024-12,101.724648
RMSE,5.100337
MAPE,4.249609
MAE,4.351209
R2,0.940953
