month,forecast
2024-01,92.555077
2024-02,63.050077
2024-03,93.766907
2024-04,96.204086
2024-05,114.725342
2024-06,126.398163
2024-07,136.196335
2024-08,135.033936
2024-09,132.922867
2024-10,104.888496
2024-11,93.488678
2024-12,96.597076
RMSE,4.527007
MAPE,3.484274
MAE,3.683009
R2,0.953482
