month,forecast
2024-01,93.754288
2024-02,63.303961
2024-03,92.701332
2024-04,96.18235
2024-05,108.512833
2024-06,119.323547
2024-07,137.768677
2024-08,137.010284
2024-09,130.88884
2024-10,108.265648
2024-11,96.606964
2024-12,97.925613
RMSE,3.083491
MAPE,2.708249
MAE,2.717175
R2,0.978418
