month,forecast
2024-01,88.956642
2024-02,80.207298
2024-03,94.160172
2024-04,91.468018
2024-05,113.962906
2024-06,121.267189
2024-07,133.112823
2024-08,136.859512
2024-09,133.105042
2024-10,107.484291
2024-11,98.094398
2024-12,98.765076
RMSE,6.346115
MAPE,4.906581
MAE,4.681931
R2,0.908586
